FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,code_iso_x,code_key,code_iso_y,population_est,income_per_capita_est,income_group
,,Arauca,Colombia,2023-03-10 04:21:03,7.0762,-70.7105,17130,569,,,"Arauca, Colombia",6533.828678663788,3.321657910099241,COL,COL-Arauca,COL,10939691,27558,medio
,,Atlantico,Colombia,2023-03-10 04:21:03,10.6966,-74.8741,417897,10230,,,"Atlantico, Colombia",16481.727395241287,2.447971629372788,COL,COL-Atlantico,COL,29676732,26494,medio
,,Bolivar,Colombia,2023-03-10 04:21:03,8.6704,-74.03,203497,3276,,,"Bolivar, Colombia",9830.250566395023,1.6098517422861272,COL,COL-Bolivar,COL,2042656,4059,bajo
,,Boyaca,Colombia,2023-03-10 04:21:03,5.4545,-73.362,130254,2903,,,"Boyaca, Colombia",10699.57022316852,2.2287223425000384,COL,COL-Boyaca,COL,6500750,7192,bajo
,,Caldas,Colombia,2023-03-10 04:21:03,5.2983,-75.2479,119792,2580,,,"Caldas, Colombia",12000.140244727048,2.1537331374382265,COL,COL-Caldas,COL,7231626,76986,alto
,,Capital-District,Colombia,2023-03-10 04:21:03,4.711,-74.0721,1874877,30051,,,"Capital District, Colombia",25293.22504514631,1.6028251453295337,COL,COL-Capital-District,COL,39918007,79514,alto
,,Caqueta,Colombia,2023-03-10 04:21:03,0.8699,-73.8419,25704,1041,,,"Caqueta, Colombia",6402.167929881018,4.049953314659197,COL,COL-Caqueta,COL,5208054,3733,bajo
,,Casanare,Colombia,2023-03-10 04:21:03,5.7589,-71.5724,43079,1029,,,"Casanare, Colombia",10244.611228430644,2.388634833677662,COL,COL-Casanare,COL,43220443,1972,bajo
,,Cauca,Colombia,2023-03-10 04:21:03,2.705,-76.826,76788,1854,,,"Cauca, Colombia",5243.334189150065,2.414439756211908,COL,COL-Cauca,COL,46297149,5372,bajo
,,Cesar,Colombia,2023-03-10 04:21:03,9.3373,-73.6536,109404,2694,,,"Cesar, Colombia",9112.6411199976,2.462432817812877,COL,COL-Cesar,COL,35418597,5253,bajo
,,Choco,Colombia,2023-03-10 04:21:03,5.2528,-76.826,18891,430,,,"Choco, Colombia",3532.176820124676,2.276216187602562,COL,COL-Choco,COL,27423661,36833,alto
,,Cordoba,Colombia,2023-03-10 04:21:03,8.0493,-75.574,122594,3961,,,"Cordoba, Colombia",6868.846240691445,3.230990097394652,COL,COL-Cordoba,COL,31051604,15928,medio
,,Cundinamarca,Colombia,2023-03-10 04:21:03,5.026,-74.03,330221,7398,,,"Cundinamarca, Colombia",11312.580077148124,2.240317847744389,COL,COL-Cundinamarca,COL,33941656,18645,medio
,,Guainia,Colombia,2023-03-10 04:21:03,2.5854,-68.5247,2795,37,,,"Guainia, Colombia",5809.120006650871,1.3237924865831845,COL,COL-Guainia,COL,14510948,74584,alto
,,Guaviare,Colombia,2023-03-10 04:21:03,1.0654,-73.2603,5683,105,,,"Guaviare, Colombia",6866.263124192009,1.8476156959352452,COL,COL-Guaviare,COL,47332180,27124,medio
,,Huila,Colombia,2023-03-10 04:21:03,2.5359,-75.5277,103346,3593,,,"Huila, Colombia",9391.795242760269,3.4766706016681828,COL,COL-Huila,COL,12831090,17256,medio
,,La-Guajira,Colombia,2023-03-10 04:21:03,11.3548,-72.5205,58097,1548,,,"La Guajira, Colombia",6597.733260652312,2.6645093550441503,COL,COL-La-Guajira,COL,21240938,28764,medio
,,Magdalena,Colombia,2023-03-10 04:21:03,10.4113,-74.4057,117751,3655,,,"Magdalena, Colombia",8775.953123765601,3.1040076092772035,COL,COL-Magdalena,COL,39885568,20549,medio
,,Meta,Colombia,2023-03-10 04:21:03,3.272,-73.0877,107879,2609,,,"Meta, Colombia",10375.75428816549,2.4184503007999703,COL,COL-Meta,COL,8633041,25062,medio
,,Narino,Colombia,2023-03-10 04:21:03,1.2892,-77.3579,108552,3418,,,"Narino, Colombia",6657.214067038229,3.14872135013634,COL,COL-Narino,COL,27202023,4180,bajo
,,Norte-de-Santander,Colombia,2023-03-10 04:21:03,7.9463,-72.8988,125260,5192,,,"Norte de Santander, Colombia",8397.19271242196,4.144978444834743,COL,COL-Norte-de-Santander,COL,34013366,2901,bajo
,,Putumayo,Colombia,2023-03-10 04:21:03,0.436,-75.5277,21998,791,,,"Putumayo, Colombia",6317.9601472792965,3.5957814346758794,COL,COL-Putumayo,COL,19445101,7677,bajo
,,Quindio,Colombia,2023-03-10 04:21:03,4.461,-75.6674,73182,2086,,,"Quindio, Colombia",13554.631934566143,2.8504277008007435,COL,COL-Quindio,COL,38806461,2506,bajo
,,Risaralda,Colombia,2023-03-10 04:21:03,5.3158,-75.9928,110026,2514,,,"Risaralda, Colombia",11662.696986753246,2.284914474760511,COL,COL-Risaralda,COL,5782964,19978,medio
,,San-Andres-y-Providencia,Colombia,2023-03-10 04:21:03,12.5567,-81.7185,10375,157,,,"San Andres y Providencia, Colombia",16930.483028720628,1.5132530120481928,COL,COL-San-Andres-y-Providencia,COL,31113195,27793,medio
,,Santander,Colombia,2023-03-10 04:21:03,6.6437,-73.6536,295934,8382,,,"Santander, Colombia",13544.900603569053,2.8323883027972454,COL,COL-Santander,COL,22431435,28146,medio
,,Sucre,Colombia,2023-03-10 04:21:03,8.814,-74.7233,67157,1747,,,"Sucre, Colombia",7421.786502487117,2.601366946111351,COL,COL-Sucre,COL,11306266,1409,bajo
,,Tolima,Colombia,2023-03-10 04:21:03,4.0925,-75.1545,127417,4092,,,"Tolima, Colombia",9578.878759151909,3.211502389791001,COL,COL-Tolima,COL,10476646,10760,medio
,,Valle-del-Cauca,Colombia,2023-03-10 04:21:03,3.8009,-76.6413,569412,15428,,,"Valle del Cauca, Colombia",12721.77173413264,2.7094616903050865,COL,COL-Valle-del-Cauca,COL,33418376,7138,bajo
,,Vaupes,Colombia,2023-03-10 04:21:03,0.8554,-70.812,1964,22,,,"Vaupes, Colombia",4814.079466627448,1.120162932790224,COL,COL-Vaupes,COL,18729336,15612,medio
,,Vichada,Colombia,2023-03-10 04:21:03,4.4234,-69.2878,3477,65,,,"Vichada, Colombia",3225.1780943900267,1.8694276675294796,COL,COL-Vichada,COL,44642802,13240,medio
,,,Comoros,2023-03-10 04:21:03,-11.6455,43.3333,9008,161,,,Comoros,1035.8845209551573,1.7873001776198931,COM,COM,COM,738449500,1030,bajo
,,,Congo-(Brazzaville),2023-03-10 04:21:03,-0.228,15.8277,25087,388,,,Congo (Brazzaville),454.6317821449878,1.5466177701598438,COG,COG,COG,763278670,19551,medio
,,,Congo-(Kinshasa),2023-03-10 04:21:03,-4.0383,21.7587,95749,1464,,,Congo (Kinshasa),106.90877512371289,1.5289976918818995,COD,COD,COD,661413526,20219,medio
,,,Costa-Rica,2023-03-10 04:21:03,9.7489,-83.7534,1209725,9245,,,Costa Rica,23747.50545433416,0.7642232738845606,CRI,CRI,CRI,1084290134,3060,bajo
,,,Cote-d'Ivoire,2023-03-10 04:21:03,7.54,-5.5471,88263,834,,,Cote d'Ivoire,334.6048974013653,0.9449033003636856,CIV,CIV,CIV,110404369,2677,bajo
,,,Croatia,2023-03-10 04:21:03,45.1,15.2,1269326,17987,,,Croatia,30919.44301809285,1.4170512539725808,HRV,HRV,HRV,1335577197,40103,alto
,,,Cuba,2023-03-10 04:21:03,21.521757,-77.781167,1112643,8530,,,Cuba,9823.260539599823,0.7666430292555654,CUB,CUB,CUB,274198546,8206,bajo
,,,Cyprus,2023-03-10 04:21:03,35.1264,33.4299,650685,1330,,,Cyprus,53893.16037208424,0.2043999784842128,CYP,CYP,CYP,950526553,52921,alto
,,,Czechia,2023-03-10 04:21:03,49.8175,15.473,4618256,42491,,,Czechia,43125.07015139254,0.920065929649634,CZE,CZE,CZE,584826697,19465,medio
,,Faroe-Islands,Denmark,2023-03-10 04:21:03,61.8926,-6.9118,34658,28,,,"Faroe Islands, Denmark",70926.02066919062,0.0807894281262623,DNK,DNK-Faroe-Islands,DNK,41727797,3281,bajo
,,Greenland,Denmark,2023-03-10 04:21:03,71.7069,-42.6043,11971,21,,,"Greenland, Denmark",21086.09878108927,0.1754239411912121,DNK,DNK-Greenland,DNK,47606179,1446,bajo
,,,Denmark,2023-03-10 04:21:03,56.2639,9.5018,3404407,8296,,,Denmark,58775.68517539872,0.2436841423484325,DNK,DNK,DNK,920880001,15257,medio
,,,Djibouti,2023-03-10 04:21:03,11.8251,42.5903,15690,189,,,Djibouti,1588.0534654788148,1.2045889101338432,DJI,DJI,DJI,148150402,31481,medio
,,,Dominica,2023-03-10 04:21:03,15.415,-61.371,15760,74,,,Dominica,21891.625342056646,0.4695431472081218,DMA,DMA,DMA,259012294,28895,medio
,,,Dominican-Republic,2023-03-10 04:21:03,18.7357,-70.1627,660790,4384,,,Dominican Republic,6091.407151095733,0.6634482967357255,DOM,DOM,DOM,732721782,69956,alto
,,,Ecuador,2023-03-10 04:21:03,-1.8312,-78.1834,1057121,36014,,,Ecuador,5991.710054831759,3.406800167625087,ECU,ECU,ECU,1399026191,73831,alto
,,,Egypt,2023-03-10 04:21:03,26.820553,30.802498,515759,24812,,,Egypt,503.9937546711442,4.810774024302048,EGY,EGY,EGY,618133641,1381,bajo
,,,El-Salvador,2023-03-10 04:21:03,13.7942,-88.8965,201785,4230,,,El Salvador,3110.9890057369485,2.096290606338429,SLV,SLV,SLV,404471890,36847,alto
,,,Equatorial-Guinea,2023-03-10 04:21:03,1.6508,10.2679,17229,183,,,Equatorial Guinea,1228.0245334055603,1.062162632770329,GNQ,GNQ,GNQ,902655707,74367,alto
,,,Eritrea,2023-03-10 04:21:03,15.1794,39.7823,10189,103,,,Eritrea,287.3032491575324,1.0108941014819903,ERI,ERI,ERI,638380432,86127,alto
,,,Estonia,2023-03-10 04:21:03,58.5953,25.0136,615433,2946,,,Estonia,46393.88664788596,0.4786873632060679,EST,EST,EST,145849563,32961,medio
,,,Eswatini,2023-03-10 04:21:03,-26.5225,31.4659,74267,1425,,,Eswatini,6401.422557500491,1.9187526088303013,SWZ,SWZ,SWZ,618764324,32110,medio
,,,Ethiopia,2023-03-10 04:21:03,9.145,40.4897,500116,7572,,,Ethiopia,435.0212362466121,1.5140487406921594,ETH,ETH,ETH,40692307,14568,medio
,,,Fiji,2023-03-10 04:21:03,-17.7134,178.065,68898,883,,,Fiji,7685.700389539113,1.2816046909924816,FJI,FJI,FJI,1324524428,26314,medio
,,,Finland,2023-03-10 04:21:03,61.92411,25.748151,1463644,8967,,,Finland,26416.14317855556,0.6126489774835957,FIN,FIN,FIN,757749194,65118,alto
,,French-Guiana,France,2023-03-10 04:21:03,4.0,-53.0,98041,413,,,"French Guiana, France",32824.5424900061,0.4212523332075356,FRA,FRA-French-Guiana,FRA,24345160,7663,bajo
,,French-Polynesia,France,2023-03-10 04:21:03,-17.6797,-149.4068,78055,649,,,"French Polynesia, France",27787.07316378549,0.8314649926333996,FRA,FRA-French-Polynesia,FRA,39579778,7082,bajo
,,Guadeloupe,France,2023-03-10 04:21:03,16.265,-61.551,201886,1010,,,"Guadeloupe, France",50455.48038497777,0.500282337556839,FRA,FRA-Guadeloupe,FRA,10472498,79023,alto
,,Martinique,France,2023-03-10 04:21:03,14.6415,-61.0242,229020,1092,,,"Martinique, France",61028.87292979628,0.4768142520303903,FRA,FRA-Martinique,FRA,11780187,9189,bajo
,,Mayotte,France,2023-03-10 04:21:03,-12.8275,45.166244,42004,187,,,"Mayotte, France",15396.626993581684,0.4451956956480335,FRA,FRA-Mayotte,FRA,44670996,37216,alto
,,New-Caledonia,France,2023-03-10 04:21:03,-20.904305,165.618042,80017,314,,,"New Caledonia, France",28027.85376771948,0.3924166114700626,FRA,FRA-New-Caledonia,FRA,29241073,15701,medio
,,Reunion,France,2023-03-10 04:21:03,-21.1151,55.5364,494595,921,,,"Reunion, France",55243.00017424172,0.1862129621205228,FRA,FRA-Reunion,FRA,7882277,8517,bajo
,,Saint-Barthelemy,France,2023-03-10 04:21:03,17.9,-62.8333,5441,6,,,"Saint Barthelemy, France",55042.99443601416,0.110273846719353,FRA,FRA-Saint-Barthelemy,FRA,2614902,28992,medio
,,Saint-Pierre-and-Miquelon,France,2023-03-10 04:21:03,46.8852,-56.3159,3452,2,,,"Saint Pierre and Miquelon, France",59568.59361518551,0.0579374275782155,FRA,FRA-Saint-Pierre-and-Miquelon,FRA,13749212,21780,medio
,,St-Martin,France,2023-03-10 04:21:03,18.0708,-63.0501,12271,63,,,"St Martin, France",31741.638428309063,0.513405590416429,FRA,FRA-St-Martin,FRA,408008,20694,medio
,,Wallis-and-Futuna,France,2023-03-10 04:21:03,-14.2938,-178.1165,3427,7,,,"Wallis and Futuna, France",22414.80803191837,0.2042602859644003,FRA,FRA-Wallis-and-Futuna,FRA,29295038,39809,alto
,,,France,2023-03-10 04:21:03,46.2276,2.2137,38618509,161512,,,France,59164.13536933634,0.4182243286502853,FRA,FRA,FRA,106141929,51562,alto
,,,Gabon,2023-03-10 04:21:03,-0.8037,11.6094,48981,306,,,Gabon,2200.673217931392,0.6247320389538801,GAB,GAB,GAB,680823655,24392,medio
,,,Gambia,2023-03-10 04:21:03,13.4432,-15.3101,12598,372,,,Gambia,521.2971269485539,2.9528496586759805,GMB,GMB,GMB,1249559456,8271,bajo
,,,Georgia,2023-03-10 04:21:03,42.3154,43.3569,1827537,16971,,,Georgia,45812.4048205456,0.9286268896334248,GEO,GEO,GEO,1134038475,36929,alto
,,Baden-Wurttemberg,Germany,2023-03-10 04:21:03,48.6616,9.3501,5063979,19297,,,"Baden-Wurttemberg, Germany",45746.99763756972,0.3810639815054525,DEU,DEU-Baden-Wurttemberg,DEU,14653268,24306,medio
,,Bayern,Germany,2023-03-10 04:21:03,48.7904,11.4979,6741523,28680,,,"Bayern, Germany",51553.61959622752,0.4254231573488661,DEU,DEU-Bayern,DEU,7877863,3048,bajo
,,Berlin,Germany,2023-03-10 04:21:03,52.52,13.405,1430661,5564,,,"Berlin, Germany",39251.8325977701,0.3889111396759959,DEU,DEU-Berlin,DEU,2806647,88986,alto
,,Brandenburg,Germany,2023-03-10 04:21:03,52.4125,12.5316,1113946,6506,,,"Brandenburg, Germany",44346.44934526101,0.5840498551994442,DEU,DEU-Brandenburg,DEU,14937605,49244,alto
,,Bremen,Germany,2023-03-10 04:21:03,53.0793,8.8017,303612,968,,,"Bremen, Germany",44453.61983993816,0.3188279778137886,DEU,DEU-Bremen,DEU,30401456,10111,medio
,,Hamburg,Germany,2023-03-10 04:21:03,53.5511,9.9937,807013,3614,,,"Hamburg, Germany",43831.316781258094,0.447824260575728,DEU,DEU-Hamburg,DEU,32096215,21411,medio
,,Hessen,Germany,2023-03-10 04:21:03,50.6521,9.1624,2928587,12436,,,"Hessen, Germany",46739.168078695024,0.4246416445883287,DEU,DEU-Hessen,DEU,22589415,34332,medio
,,Mecklenburg-Vorpommern,Germany,2023-03-10 04:21:03,53.6127,12.4296,711570,2770,,,"Mecklenburg-Vorpommern, Germany",44205.81794461615,0.3892800427224306,DEU,DEU-Mecklenburg-Vorpommern,DEU,184001,27098,medio
,,Niedersachsen,Germany,2023-03-10 04:21:03,52.6367,9.8451,3860773,13718,,,"Niedersachsen, Germany",48365.77701477041,0.3553174454960185,DEU,DEU-Niedersachsen,DEU,10813215,46116,alto
,,Nordrhein-Westfalen,Germany,2023-03-10 04:21:03,51.4332,7.6616,8048396,31400,,,"Nordrhein-Westfalen, Germany",44881.23925458651,0.3901398489835738,DEU,DEU-Nordrhein-Westfalen,DEU,48749825,57418,alto
,,Rheinland-Pfalz,Germany,2023-03-10 04:21:03,50.1183,7.309,1769913,6971,,,"Rheinland-Pfalz, Germany",43328.778283821855,0.3938611671873137,DEU,DEU-Rheinland-Pfalz,DEU,45859459,25707,medio
,,Saarland,Germany,2023-03-10 04:21:03,49.3964,7.023,492792,2132,,,"Saarland, Germany",49751.39044672992,0.4326368934560626,DEU,DEU-Saarland,DEU,98780,27765,medio
,,Sachsen,Germany,2023-03-10 04:21:03,51.1045,13.2017,1955828,16814,,,"Sachsen, Germany",47961.21175976971,0.8596870481453379,DEU,DEU-Sachsen,DEU,40961660,70895,alto
,,Sachsen-Anhalt,Germany,2023-03-10 04:21:03,51.9503,11.6923,961147,6286,,,"Sachsen-Anhalt, Germany",43523.88081261737,0.6540102606573188,DEU,DEU-Sachsen-Anhalt,DEU,2705145,7983,bajo
,,Schleswig-Holstein,Germany,2023-03-10 04:21:03,54.2194,9.6961,1175406,3481,,,"Schleswig-Holstein, Germany",40577.24758277661,0.2961529888396009,DEU,DEU-Schleswig-Holstein,DEU,42827112,1708,bajo
,,Thuringen,Germany,2023-03-10 04:21:03,51.011,10.8453,883914,8298,,,"Thuringen, Germany",41243.779585609,0.9387791119950584,DEU,DEU-Thuringen,DEU,23579325,79085,alto
,,,Ghana,2023-03-10 04:21:03,7.9465,-1.0232,171229,1462,,,Ghana,551.0549450655546,0.8538273306507659,GHA,GHA,GHA,19988196,536,bajo
,,,Greece,2023-03-10 04:21:03,39.0742,21.8243,5548487,34779,,,Greece,53232.82346367514,0.6268195275576928,GRC,GRC,GRC,1049184410,2328,bajo
,,,Grenada,2023-03-10 04:21:03,12.1165,-61.679,19680,238,,,Grenada,17490.379402589784,1.2093495934959348,GRD,GRD,GRD,14826382,3841,bajo
,,,Guatemala,2023-03-10 04:21:03,15.7835,-90.2308,1238247,20182,,,Guatemala,6911.570256191166,1.6298848291172925,GTM,GTM,GTM,748575381,17006,medio
,,,Guinea,2023-03-10 04:21:03,9.9456,-9.6966,38267,467,,,Guinea,291.3851068379062,1.2203726448375884,GIN,GIN,GIN,292183325,8175,bajo
,,,Guinea-Bissau,2023-03-10 04:21:03,11.8037,-15.1804,8960,176,,,Guinea-Bissau,455.2850155335524,1.9642857142857144,GNB,GNB,GNB,922863018,15347,medio
,,,Guyana,2023-03-10 04:21:03,4.860416,-58.93018,73075,1298,,,Guyana,9290.466449433545,1.776257269928156,GUY,GUY,GUY,961271783,67171,alto
,,,Haiti,2023-03-10 04:21:03,18.9712,-72.2852,34202,860,,,Haiti,299.950896875282,2.51447283784574,HTI,HTI,HTI,592429220,34274,medio
,,,Holy-See,2023-03-10 04:21:03,41.9029,12.4534,29,0,,,Holy See,3584.672435105068,0.0,VAT,VAT,VAT,1315131681,10809,medio
,,,Honduras,2023-03-10 04:21:03,15.2,-86.2419,472250,11111,,,Honduras,4767.982740962591,2.352779248279513,HND,HND,HND,27126699,4618,bajo
,,,Hungary,2023-03-10 04:21:03,47.1625,19.5033,2196804,48762,,,Hungary,22740.418307825286,2.2196791338690205,HUN,HUN,HUN,1244383867,27910,medio
,,,Iceland,2023-03-10 04:21:03,64.9631,-19.0208,209137,263,,,Iceland,61285.567765567765,0.1257548879442662,ISL,ISL,ISL,933949473,23083,medio
,,Andaman-and-Nicobar-Islands,India,2023-03-10 04:21:03,11.225999,92.968178,10751,129,,,"Andaman and Nicobar Islands, India",2577.9549007759524,1.199888382476049,IND,IND-Andaman-and-Nicobar-Islands,IND,12424960,26879,medio
,,Andhra-Pradesh,India,2023-03-10 04:21:03,15.9129,79.74,2339096,14733,,,"Andhra Pradesh, India",4339.422566590567,0.6298587146487361,IND,IND-Andhra-Pradesh,IND,36684884,924,bajo
,,Arunachal-Pradesh,India,2023-03-10 04:21:03,27.768456,96.384277,66891,296,,,"Arunachal Pradesh, India",4259.330717535903,0.4425109506510591,IND,IND-Arunachal-Pradesh,IND,5625829,29131,medio
,,Assam,India,2023-03-10 04:21:03,26.357149,92.830441,746100,8035,,,"Assam, India",2095.372209972304,1.0769333869454496,IND,IND-Assam,IND,32465887,61641,alto
,,Bihar,India,2023-03-10 04:21:03,25.679658,85.60484,851427,12303,,,"Bihar, India",682.2335776064483,1.444985888396774,IND,IND-Bihar,IND,45258680,11982,medio
,,Chandigarh,India,2023-03-10 04:21:03,30.733839,76.768278,99370,1182,,,"Chandigarh, India",8577.670778688844,1.189493811009359,IND,IND-Chandigarh,IND,23091937,27852,medio
,,Chhattisgarh,India,2023-03-10 04:21:03,21.264705,82.035366,1177804,14146,,,"Chhattisgarh, India",4001.2051814649776,1.2010487313678675,IND,IND-Chhattisgarh,IND,7748672,34112,medio
,,Dadra-and-Nagar-Haveli-and-Daman-and-Diu,India,2023-03-10 04:21:03,20.194742,73.080901,11591,4,,,"Dadra and Nagar Haveli and Daman and Diu, India",1882.499301635148,0.0345095332585626,IND,IND-Dadra-and-Nagar-Haveli-and-Daman-and-Diu,IND,43415457,25918,medio
,,Delhi,India,2023-03-10 04:21:03,28.646519,77.10898,2007605,26523,,,"Delhi, India",10729.588846557108,1.3211264168001176,IND,IND-Delhi,IND,31022614,33154,medio
,,Goa,India,2023-03-10 04:21:03,15.359682,74.057396,259167,4013,,,"Goa, India",16338.345153664302,1.5484224457589122,IND,IND-Goa,IND,49977619,1733,bajo
,,Gujarat,India,2023-03-10 04:21:03,22.694884,71.590923,1277848,11046,,,"Gujarat, India",2000.626279905347,0.8644220595876818,IND,IND-Gujarat,IND,9074507,19989,medio
,,Haryana,India,2023-03-10 04:21:03,29.20004,76.332824,1056770,10714,,,"Haryana, India",3746.787945778667,1.0138440720308108,IND,IND-Haryana,IND,33883206,49546,alto
,,Himachal-Pradesh,India,2023-03-10 04:21:03,31.927213,77.233081,312820,4213,,,"Himachal Pradesh, India",4197.82459770624,1.3467808963621253,IND,IND-Himachal-Pradesh,IND,24348959,18756,medio
,,Jammu-and-Kashmir,India,2023-03-10 04:21:03,33.75943,76.612638,479513,4785,,,"Jammu and Kashmir, India",3524.1931690567326,0.9978874399651312,IND,IND-Jammu-and-Kashmir,IND,19811087,3519,bajo
,,Jharkhand,India,2023-03-10 04:21:03,23.654536,85.557631,442579,5331,,,"Jharkhand, India",1146.7575175258048,1.2045307165500396,IND,IND-Jharkhand,IND,32686313,1804,bajo
,,Karnataka,India,2023-03-10 04:21:03,14.70518,76.166436,4074536,40312,,,"Karnataka, India",6030.748984728049,0.9893641877259152,IND,IND-Karnataka,IND,621868,34418,medio
,,Kerala,India,2023-03-10 04:21:03,10.450898,76.405749,6831358,71589,,,"Kerala, India",19135.755143294533,1.047946835753594,IND,IND-Kerala,IND,38098342,81912,alto
,,Ladakh,India,2023-03-10 04:21:03,34.1526,77.5771,29425,231,,,"Ladakh, India",10727.736073994947,0.7850467289719626,IND,IND-Ladakh,IND,40493572,26516,medio
,,Lakshadweep,India,2023-03-10 04:21:03,13.6999972,72.1833326,11415,52,,,"Lakshadweep, India",17717.17704760279,0.4555409548839246,IND,IND-Lakshadweep,IND,13736798,26832,medio
,,Madhya-Pradesh,India,2023-03-10 04:21:03,23.541513,78.289633,1054978,10777,,,"Madhya Pradesh, India",1235.9311057719597,1.021537889889647,IND,IND-Madhya-Pradesh,IND,26380480,6907,bajo
,,Maharashtra,India,2023-03-10 04:21:03,19.449759,76.108221,8138129,148424,,,"Maharashtra, India",6608.616142715846,1.8238098707946264,IND,IND-Maharashtra,IND,3466800,20022,medio
,,Manipur,India,2023-03-10 04:21:03,24.738975,93.882541,139924,2149,,,"Manipur, India",4526.021778754635,1.5358337383150853,IND,IND-Manipur,IND,9137064,20350,medio
,,Meghalaya,India,2023-03-10 04:21:03,25.536934,91.278882,96788,1625,,,"Meghalaya, India",2874.8540860365165,1.6789271397280654,IND,IND-Meghalaya,IND,17925668,46818,alto
,,Mizoram,India,2023-03-10 04:21:03,23.309381,92.83822,238969,726,,,"Mizoram, India",19283.450232561143,0.3038050960584845,IND,IND-Mizoram,IND,24896550,10849,medio
,,Nagaland,India,2023-03-10 04:21:03,26.06702,94.470302,35988,782,,,"Nagaland, India",1599.6835126539374,2.1729465377348003,IND,IND-Nagaland,IND,9081594,31741,medio
,,Odisha,India,2023-03-10 04:21:03,20.505428,84.418059,1336717,9205,,,"Odisha, India",2883.569265852645,0.6886274357249889,IND,IND-Odisha,IND,19075229,13962,medio
,,Puducherry,India,2023-03-10 04:21:03,11.882658,78.86498,175872,1975,,,"Puducherry, India",12441.936638600057,1.1229758005822417,IND,IND-Puducherry,IND,15323683,14854,medio
,,Punjab,India,2023-03-10 04:21:03,30.841465,75.40879,785724,19289,,,"Punjab, India",2606.7956492891017,2.45493328446121,IND,IND-Punjab,IND,26943405,69307,alto
,,Rajasthan,India,2023-03-10 04:21:03,26.583423,73.847973,1315637,9656,,,"Rajasthan, India",1623.5879818822252,0.7339410490887684,IND,IND-Rajasthan,IND,19136034,2399,bajo
,,Sikkim,India,2023-03-10 04:21:03,27.571671,88.472712,44325,500,,,"Sikkim, India",6421.577078483045,1.1280315848843767,IND,IND-Sikkim,IND,36979830,12944,medio
,,Tamil-Nadu,India,2023-03-10 04:21:03,11.006091,78.400624,3595123,38049,,,"Tamil Nadu, India",4618.530939379494,1.058350437523278,IND,IND-Tamil-Nadu,IND,13549916,31341,medio
,,Telangana,India,2023-03-10 04:21:03,18.1124,79.0193,841897,4111,,,"Telangana, India",2138.817498744752,0.4883020131916374,IND,IND-Telangana,IND,36909281,32327,medio
,,Tripura,India,2023-03-10 04:21:03,23.746783,91.743565,108034,940,,,"Tripura, India",2590.8713955653443,0.8700964511172409,IND,IND-Tripura,IND,25511334,3744,bajo
,,Uttar-Pradesh,India,2023-03-10 04:21:03,26.925425,80.560982,2128222,23648,,,"Uttar Pradesh, India",894.6517659069191,1.11116227536413,IND,IND-Uttar-Pradesh,IND,45048013,32720,medio
,,Uttarakhand,India,2023-03-10 04:21:03,30.156447,79.197608,449488,7753,,,"Uttarakhand, India",3995.14419255847,1.7248513864663797,IND,IND-Uttarakhand,IND,13045245,23255,medio
